# dim: 2, length: 4
# energy 	 # lngE
# constraint_condition_type: sum
# constraint_condition_value: 65536
# sewing_point: 2
-8	1858.67
-4	1859.38
0	1859.8
4	1859.38
8	1858.66
12	1857.31
16	1855.89
20	1853.99
24	1853.3
28	0
32	1850.53

