# dim: 2, length: 4
# energy 	 # lngE
# constraint_condition_type: sum
# constraint_condition_value: 65536
# sewing_point: 3
-20	1840.95
-16	1842.88
-12	1844.3
-8	1845.65
-4	1846.36
0	1846.77
4	1846.36
8	1845.64
12	1844.3
16	1842.89
20	1840.97

